HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.S_No,Input.Review,Input.Rating,Answer.sentiment.label,Approve,Reject
3UUSLRKAULDGVZD7VL8RI6NZ5XY7DW,3TZJMY6N8M43WBVHR3FF86IOC66G73,Check whether the Review is Fake or Real,Analysis of the CSV file Containing Review and to detect them whether they are fake or Real,"sentiment, text",$0.10 ,Mon Nov 08 08:15:10 PST 2021,4,BatchId:4596135;OriginalHitTemplateId:928390909;,3600,172800,Thu Nov 11 08:15:10 PST 2021,,,3MMN5BL1W0E4KUGRW4A5CYT151N3MJ,A2P3OVSEX9AY3H,Submitted,Mon Nov 08 08:16:21 PST 2021,Mon Nov 08 08:16:31 PST 2021,Wed Nov 10 08:16:31 PST 2021,,,,10,0% (0/0),0% (0/0),0% (0/0),21,Best phone service. They have all your info right there to help you place your next order. All representatives I've dealt with over the years  have been very friendly.,4,Real,,
3UUSLRKAULDGVZD7VL8RI6NZ5XY7DW,3TZJMY6N8M43WBVHR3FF86IOC66G73,Check whether the Review is Fake or Real,Analysis of the CSV file Containing Review and to detect them whether they are fake or Real,"sentiment, text",$0.10 ,Mon Nov 08 08:15:10 PST 2021,4,BatchId:4596135;OriginalHitTemplateId:928390909;,3600,172800,Thu Nov 11 08:15:10 PST 2021,,,3GD6L00D3T78AR2C90WMO5E47H91MP,A3SFFKBY4M8QIK,Submitted,Mon Nov 08 08:55:17 PST 2021,Mon Nov 08 09:35:05 PST 2021,Wed Nov 10 09:35:05 PST 2021,,,,2388,0% (0/0),0% (0/0),0% (0/0),21,Best phone service. They have all your info right there to help you place your next order. All representatives I've dealt with over the years  have been very friendly.,4,Real,,
3UUSLRKAULDGVZD7VL8RI6NZ5XY7DW,3TZJMY6N8M43WBVHR3FF86IOC66G73,Check whether the Review is Fake or Real,Analysis of the CSV file Containing Review and to detect them whether they are fake or Real,"sentiment, text",$0.10 ,Mon Nov 08 08:15:10 PST 2021,4,BatchId:4596135;OriginalHitTemplateId:928390909;,3600,172800,Thu Nov 11 08:15:10 PST 2021,,,36U2A8VAG29AA9DC0DQFNFXAPXMYKE,A3TNLC6XGYNDKS,Submitted,Mon Nov 08 08:15:28 PST 2021,Mon Nov 08 08:15:32 PST 2021,Wed Nov 10 08:15:32 PST 2021,,,,4,0% (0/0),0% (0/0),0% (0/0),21,Best phone service. They have all your info right there to help you place your next order. All representatives I've dealt with over the years  have been very friendly.,4,Real,,
3URJ6VVYUPXAG9MDJWO0QOFOI9F4O6,3TZJMY6N8M43WBVHR3FF86IOC66G73,Check whether the Review is Fake or Real,Analysis of the CSV file Containing Review and to detect them whether they are fake or Real,"sentiment, text",$0.10 ,Mon Nov 08 08:15:10 PST 2021,4,BatchId:4596135;OriginalHitTemplateId:928390909;,3600,172800,Thu Nov 11 08:15:10 PST 2021,,,33JKGHPFYD4BOY91ENUKLCR7AIDNMI,A1NRZ7O1TEJB1V,Submitted,Mon Nov 08 09:15:55 PST 2021,Mon Nov 08 09:33:02 PST 2021,Wed Nov 10 09:33:02 PST 2021,,,,1027,0% (0/0),0% (0/0),0% (0/0),22,The customer service was so good and it was so helpful.,3,Real,,
3URJ6VVYUPXAG9MDJWO0QOFOI9F4O6,3TZJMY6N8M43WBVHR3FF86IOC66G73,Check whether the Review is Fake or Real,Analysis of the CSV file Containing Review and to detect them whether they are fake or Real,"sentiment, text",$0.10 ,Mon Nov 08 08:15:10 PST 2021,4,BatchId:4596135;OriginalHitTemplateId:928390909;,3600,172800,Thu Nov 11 08:15:10 PST 2021,,,3137ONMDKHF72I02ALT6IKD1040GEE,A2I6ZALE49CVSC,Submitted,Mon Nov 08 08:15:18 PST 2021,Mon Nov 08 08:23:45 PST 2021,Wed Nov 10 08:23:45 PST 2021,,,,507,0% (0/0),0% (0/0),0% (0/0),22,The customer service was so good and it was so helpful.,3,Fake,,
3URJ6VVYUPXAG9MDJWO0QOFOI9F4O6,3TZJMY6N8M43WBVHR3FF86IOC66G73,Check whether the Review is Fake or Real,Analysis of the CSV file Containing Review and to detect them whether they are fake or Real,"sentiment, text",$0.10 ,Mon Nov 08 08:15:10 PST 2021,4,BatchId:4596135;OriginalHitTemplateId:928390909;,3600,172800,Thu Nov 11 08:15:10 PST 2021,,,3B1NLC6UG06BZ9PSJZ9HCWC5EB2GPZ,A2NAKIXS3DVGAA,Submitted,Mon Nov 08 08:15:22 PST 2021,Mon Nov 08 08:18:47 PST 2021,Wed Nov 10 08:18:47 PST 2021,,,,205,0% (0/0),0% (0/0),0% (0/0),22,The customer service was so good and it was so helpful.,3,Fake,,
3URJ6VVYUPXAG9MDJWO0QOFOI9F4O6,3TZJMY6N8M43WBVHR3FF86IOC66G73,Check whether the Review is Fake or Real,Analysis of the CSV file Containing Review and to detect them whether they are fake or Real,"sentiment, text",$0.10 ,Mon Nov 08 08:15:10 PST 2021,4,BatchId:4596135;OriginalHitTemplateId:928390909;,3600,172800,Thu Nov 11 08:15:10 PST 2021,,,3LYA37P8IRXEX1K1QLCVF4Z94PIKB1,A3ST1XNUJUCKA7,Submitted,Mon Nov 08 09:16:40 PST 2021,Mon Nov 08 09:24:06 PST 2021,Wed Nov 10 09:24:06 PST 2021,,,,446,0% (0/0),0% (0/0),0% (0/0),22,The customer service was so good and it was so helpful.,3,Real,,
39KMGHJ4RZK8E4CTYAZNOKTT3UJ00W,3TZJMY6N8M43WBVHR3FF86IOC66G73,Check whether the Review is Fake or Real,Analysis of the CSV file Containing Review and to detect them whether they are fake or Real,"sentiment, text",$0.10 ,Mon Nov 08 08:15:10 PST 2021,4,BatchId:4596135;OriginalHitTemplateId:928390909;,3600,172800,Thu Nov 11 08:15:10 PST 2021,,,3OF2M9AATHYAFZNHWZSY1M6CVRQZK6,A19Q990ORTCBN4,Submitted,Mon Nov 08 08:15:45 PST 2021,Mon Nov 08 08:32:15 PST 2021,Wed Nov 10 08:32:15 PST 2021,,,,990,0% (0/0),0% (0/0),0% (0/0),23,The benefits of better health supplement is to get you in tip top shape.,4,Real,,
39KMGHJ4RZK8E4CTYAZNOKTT3UJ00W,3TZJMY6N8M43WBVHR3FF86IOC66G73,Check whether the Review is Fake or Real,Analysis of the CSV file Containing Review and to detect them whether they are fake or Real,"sentiment, text",$0.10 ,Mon Nov 08 08:15:10 PST 2021,4,BatchId:4596135;OriginalHitTemplateId:928390909;,3600,172800,Thu Nov 11 08:15:10 PST 2021,,,34BBWHLWHBLFF9SOL9NFP2XHMLXWI2,A3TNLC6XGYNDKS,Submitted,Mon Nov 08 08:15:32 PST 2021,Mon Nov 08 08:15:38 PST 2021,Wed Nov 10 08:15:38 PST 2021,,,,6,0% (0/0),0% (0/0),0% (0/0),23,The benefits of better health supplement is to get you in tip top shape.,4,Real,,
39KMGHJ4RZK8E4CTYAZNOKTT3UJ00W,3TZJMY6N8M43WBVHR3FF86IOC66G73,Check whether the Review is Fake or Real,Analysis of the CSV file Containing Review and to detect them whether they are fake or Real,"sentiment, text",$0.10 ,Mon Nov 08 08:15:10 PST 2021,4,BatchId:4596135;OriginalHitTemplateId:928390909;,3600,172800,Thu Nov 11 08:15:10 PST 2021,,,3XM0HYN6NL9DFVT1D4JTCTRT1WCPEI,A627M0GDSGX4S,Submitted,Mon Nov 08 10:17:20 PST 2021,Mon Nov 08 10:18:21 PST 2021,Wed Nov 10 10:18:21 PST 2021,,,,61,0% (0/0),0% (0/0),0% (0/0),23,The benefits of better health supplement is to get you in tip top shape.,4,Fake,,
39KMGHJ4RZK8E4CTYAZNOKTT3UJ00W,3TZJMY6N8M43WBVHR3FF86IOC66G73,Check whether the Review is Fake or Real,Analysis of the CSV file Containing Review and to detect them whether they are fake or Real,"sentiment, text",$0.10 ,Mon Nov 08 08:15:10 PST 2021,4,BatchId:4596135;OriginalHitTemplateId:928390909;,3600,172800,Thu Nov 11 08:15:10 PST 2021,,,3L4D84MIL02TDUH58SMF002UKC9JH1,AUCHGHY1IKZZK,Submitted,Mon Nov 08 08:15:27 PST 2021,Mon Nov 08 08:20:42 PST 2021,Wed Nov 10 08:20:42 PST 2021,,,,315,0% (0/0),0% (0/0),0% (0/0),23,The benefits of better health supplement is to get you in tip top shape.,4,Fake,,
386659BNTLR8LTXBUT3N2PC38MP01Z,3TZJMY6N8M43WBVHR3FF86IOC66G73,Check whether the Review is Fake or Real,Analysis of the CSV file Containing Review and to detect them whether they are fake or Real,"sentiment, text",$0.10 ,Mon Nov 08 08:15:10 PST 2021,4,BatchId:4596135;OriginalHitTemplateId:928390909;,3600,172800,Thu Nov 11 08:15:10 PST 2021,,,3HWRJOOET6CASN9T5LNN7YW4OG2ES6,A1NRZ7O1TEJB1V,Submitted,Mon Nov 08 08:56:24 PST 2021,Mon Nov 08 09:04:00 PST 2021,Wed Nov 10 09:04:00 PST 2021,,,,456,0% (0/0),0% (0/0),0% (0/0),24,I could not get my phone to purchase my items  so I ended up calling.  I got excellent help and was able to finish my order.  She was very helpful in helping me order the right items for my situation.,2,Fake,,
386659BNTLR8LTXBUT3N2PC38MP01Z,3TZJMY6N8M43WBVHR3FF86IOC66G73,Check whether the Review is Fake or Real,Analysis of the CSV file Containing Review and to detect them whether they are fake or Real,"sentiment, text",$0.10 ,Mon Nov 08 08:15:10 PST 2021,4,BatchId:4596135;OriginalHitTemplateId:928390909;,3600,172800,Thu Nov 11 08:15:10 PST 2021,,,3RANCT1ZVGRS0XPDKZGXLR876GGUB8,A1QUQ0TV9KVD4C,Submitted,Mon Nov 08 09:16:30 PST 2021,Mon Nov 08 09:44:56 PST 2021,Wed Nov 10 09:44:56 PST 2021,,,,1706,0% (0/0),0% (0/0),0% (0/0),24,I could not get my phone to purchase my items  so I ended up calling.  I got excellent help and was able to finish my order.  She was very helpful in helping me order the right items for my situation.,2,Real,,
386659BNTLR8LTXBUT3N2PC38MP01Z,3TZJMY6N8M43WBVHR3FF86IOC66G73,Check whether the Review is Fake or Real,Analysis of the CSV file Containing Review and to detect them whether they are fake or Real,"sentiment, text",$0.10 ,Mon Nov 08 08:15:10 PST 2021,4,BatchId:4596135;OriginalHitTemplateId:928390909;,3600,172800,Thu Nov 11 08:15:10 PST 2021,,,354P56DE9LDPJ8UJID9H1O4N2T4S74,A2LASUDS4NLOZW,Submitted,Mon Nov 08 09:16:36 PST 2021,Mon Nov 08 10:01:35 PST 2021,Wed Nov 10 10:01:35 PST 2021,,,,2699,0% (0/0),0% (0/0),0% (0/0),24,I could not get my phone to purchase my items  so I ended up calling.  I got excellent help and was able to finish my order.  She was very helpful in helping me order the right items for my situation.,2,Real,,
386659BNTLR8LTXBUT3N2PC38MP01Z,3TZJMY6N8M43WBVHR3FF86IOC66G73,Check whether the Review is Fake or Real,Analysis of the CSV file Containing Review and to detect them whether they are fake or Real,"sentiment, text",$0.10 ,Mon Nov 08 08:15:10 PST 2021,4,BatchId:4596135;OriginalHitTemplateId:928390909;,3600,172800,Thu Nov 11 08:15:10 PST 2021,,,3TUI152ZZCXZV6041T335EY9HI61QC,A2YZA00VJ8X6NQ,Submitted,Mon Nov 08 08:15:45 PST 2021,Mon Nov 08 08:19:12 PST 2021,Wed Nov 10 08:19:12 PST 2021,,,,207,0% (0/0),0% (0/0),0% (0/0),24,I could not get my phone to purchase my items  so I ended up calling.  I got excellent help and was able to finish my order.  She was very helpful in helping me order the right items for my situation.,2,Real,,
3FCO4VKOZ4NLN5R7RGJBOO5K59Z7EP,3TZJMY6N8M43WBVHR3FF86IOC66G73,Check whether the Review is Fake or Real,Analysis of the CSV file Containing Review and to detect them whether they are fake or Real,"sentiment, text",$0.10 ,Mon Nov 08 08:15:10 PST 2021,4,BatchId:4596135;OriginalHitTemplateId:928390909;,3600,172800,Thu Nov 11 08:15:10 PST 2021,,,3U5JL4WY5LJ0W2YZAPHXXK15Q534XP,A3TNLC6XGYNDKS,Submitted,Mon Nov 08 08:15:54 PST 2021,Mon Nov 08 08:15:59 PST 2021,Wed Nov 10 08:15:59 PST 2021,,,,5,0% (0/0),0% (0/0),0% (0/0),25,This company is a must-visit for everyone on a diet who wants to try a dieting supplement. The Quality of the products were top notch.,2,Real,,
3FCO4VKOZ4NLN5R7RGJBOO5K59Z7EP,3TZJMY6N8M43WBVHR3FF86IOC66G73,Check whether the Review is Fake or Real,Analysis of the CSV file Containing Review and to detect them whether they are fake or Real,"sentiment, text",$0.10 ,Mon Nov 08 08:15:10 PST 2021,4,BatchId:4596135;OriginalHitTemplateId:928390909;,3600,172800,Thu Nov 11 08:15:10 PST 2021,,,30ZX6P7VF95PY4ENP7J8DWWSVUAJ24,AJ72AZV1YBLVW,Submitted,Mon Nov 08 09:49:58 PST 2021,Mon Nov 08 09:50:28 PST 2021,Wed Nov 10 09:50:28 PST 2021,,,,30,0% (0/0),0% (0/0),0% (0/0),25,This company is a must-visit for everyone on a diet who wants to try a dieting supplement. The Quality of the products were top notch.,2,Real,,
3FCO4VKOZ4NLN5R7RGJBOO5K59Z7EP,3TZJMY6N8M43WBVHR3FF86IOC66G73,Check whether the Review is Fake or Real,Analysis of the CSV file Containing Review and to detect them whether they are fake or Real,"sentiment, text",$0.10 ,Mon Nov 08 08:15:10 PST 2021,4,BatchId:4596135;OriginalHitTemplateId:928390909;,3600,172800,Thu Nov 11 08:15:10 PST 2021,,,3U8YCDAGXQQZOHFM5AZ3R9FZCQZQ0X,AMPMTF5IAAMK8,Submitted,Mon Nov 08 08:15:18 PST 2021,Mon Nov 08 08:18:05 PST 2021,Wed Nov 10 08:18:05 PST 2021,,,,167,0% (0/0),0% (0/0),0% (0/0),25,This company is a must-visit for everyone on a diet who wants to try a dieting supplement. The Quality of the products were top notch.,2,Real,,
3FCO4VKOZ4NLN5R7RGJBOO5K59Z7EP,3TZJMY6N8M43WBVHR3FF86IOC66G73,Check whether the Review is Fake or Real,Analysis of the CSV file Containing Review and to detect them whether they are fake or Real,"sentiment, text",$0.10 ,Mon Nov 08 08:15:10 PST 2021,4,BatchId:4596135;OriginalHitTemplateId:928390909;,3600,172800,Thu Nov 11 08:15:10 PST 2021,,,3WYP994K1813BUSNY9WEDWSSO22Y69,APGX2WZ59OWDN,Submitted,Mon Nov 08 08:15:23 PST 2021,Mon Nov 08 08:16:42 PST 2021,Wed Nov 10 08:16:42 PST 2021,,,,79,0% (0/0),0% (0/0),0% (0/0),25,This company is a must-visit for everyone on a diet who wants to try a dieting supplement. The Quality of the products were top notch.,2,Real,,
3X878VYTIESDTJR3MR3H66QKHAE7F7,3TZJMY6N8M43WBVHR3FF86IOC66G73,Check whether the Review is Fake or Real,Analysis of the CSV file Containing Review and to detect them whether they are fake or Real,"sentiment, text",$0.10 ,Mon Nov 08 08:15:10 PST 2021,4,BatchId:4596135;OriginalHitTemplateId:928390909;,3600,172800,Thu Nov 11 08:15:10 PST 2021,,,3QUO65DNQVYCJREMO4LJRB86DELOUQ,A19Q990ORTCBN4,Submitted,Mon Nov 08 08:15:44 PST 2021,Mon Nov 08 08:30:46 PST 2021,Wed Nov 10 08:30:46 PST 2021,,,,902,0% (0/0),0% (0/0),0% (0/0),26,This company is a must-visit for everyone on a diet who wants to try a dieting supplement. They have a trustworthy  organic and non-toxic supplement and you may choose and choose which vitamins you need based on your healthcondition.,5,Real,,
3X878VYTIESDTJR3MR3H66QKHAE7F7,3TZJMY6N8M43WBVHR3FF86IOC66G73,Check whether the Review is Fake or Real,Analysis of the CSV file Containing Review and to detect them whether they are fake or Real,"sentiment, text",$0.10 ,Mon Nov 08 08:15:10 PST 2021,4,BatchId:4596135;OriginalHitTemplateId:928390909;,3600,172800,Thu Nov 11 08:15:10 PST 2021,,,39ASUFLU6YHIO4VSZVTA66DW3UWXEN,A2QABFRDYLO9CH,Submitted,Mon Nov 08 08:15:59 PST 2021,Mon Nov 08 08:16:26 PST 2021,Wed Nov 10 08:16:26 PST 2021,,,,27,0% (0/0),0% (0/0),0% (0/0),26,This company is a must-visit for everyone on a diet who wants to try a dieting supplement. They have a trustworthy  organic and non-toxic supplement and you may choose and choose which vitamins you need based on your healthcondition.,5,Real,,
3X878VYTIESDTJR3MR3H66QKHAE7F7,3TZJMY6N8M43WBVHR3FF86IOC66G73,Check whether the Review is Fake or Real,Analysis of the CSV file Containing Review and to detect them whether they are fake or Real,"sentiment, text",$0.10 ,Mon Nov 08 08:15:10 PST 2021,4,BatchId:4596135;OriginalHitTemplateId:928390909;,3600,172800,Thu Nov 11 08:15:10 PST 2021,,,3EA3QWIZ4J5NNSOUQ4I42IQIIRFITY,A3AK3UL0UCNVKE,Submitted,Mon Nov 08 08:15:17 PST 2021,Mon Nov 08 08:17:47 PST 2021,Wed Nov 10 08:17:47 PST 2021,,,,150,0% (0/0),0% (0/0),0% (0/0),26,This company is a must-visit for everyone on a diet who wants to try a dieting supplement. They have a trustworthy  organic and non-toxic supplement and you may choose and choose which vitamins you need based on your healthcondition.,5,Fake,,
3X878VYTIESDTJR3MR3H66QKHAE7F7,3TZJMY6N8M43WBVHR3FF86IOC66G73,Check whether the Review is Fake or Real,Analysis of the CSV file Containing Review and to detect them whether they are fake or Real,"sentiment, text",$0.10 ,Mon Nov 08 08:15:10 PST 2021,4,BatchId:4596135;OriginalHitTemplateId:928390909;,3600,172800,Thu Nov 11 08:15:10 PST 2021,,,3BXQMRHWK08OJOTABO66Z7J1IE6UMH,A3TNLC6XGYNDKS,Submitted,Mon Nov 08 08:15:49 PST 2021,Mon Nov 08 08:15:54 PST 2021,Wed Nov 10 08:15:54 PST 2021,,,,5,0% (0/0),0% (0/0),0% (0/0),26,This company is a must-visit for everyone on a diet who wants to try a dieting supplement. They have a trustworthy  organic and non-toxic supplement and you may choose and choose which vitamins you need based on your healthcondition.,5,Real,,
3TRB893CSJKJ7JNYXB9ZORQWIPE7G6,3TZJMY6N8M43WBVHR3FF86IOC66G73,Check whether the Review is Fake or Real,Analysis of the CSV file Containing Review and to detect them whether they are fake or Real,"sentiment, text",$0.10 ,Mon Nov 08 08:15:10 PST 2021,4,BatchId:4596135;OriginalHitTemplateId:928390909;,3600,172800,Thu Nov 11 08:15:10 PST 2021,,,3F1567XTNXFHKB3Z56IWKKGSFV19Q2,A21O4S75WB3W7R,Submitted,Mon Nov 08 08:56:24 PST 2021,Mon Nov 08 09:00:19 PST 2021,Wed Nov 10 09:00:19 PST 2021,,,,235,0% (0/0),0% (0/0),0% (0/0),27,Some 0f the supplements quality were bad and disappointing.,1,Real,,
3TRB893CSJKJ7JNYXB9ZORQWIPE7G6,3TZJMY6N8M43WBVHR3FF86IOC66G73,Check whether the Review is Fake or Real,Analysis of the CSV file Containing Review and to detect them whether they are fake or Real,"sentiment, text",$0.10 ,Mon Nov 08 08:15:10 PST 2021,4,BatchId:4596135;OriginalHitTemplateId:928390909;,3600,172800,Thu Nov 11 08:15:10 PST 2021,,,3GU1KF0O4JBF8SHH3DH3BLL8YYAPBR,A2DDPSXH2X96RF,Submitted,Mon Nov 08 08:15:54 PST 2021,Mon Nov 08 08:28:23 PST 2021,Wed Nov 10 08:28:23 PST 2021,,,,749,0% (0/0),0% (0/0),0% (0/0),27,Some 0f the supplements quality were bad and disappointing.,1,Fake,,
3TRB893CSJKJ7JNYXB9ZORQWIPE7G6,3TZJMY6N8M43WBVHR3FF86IOC66G73,Check whether the Review is Fake or Real,Analysis of the CSV file Containing Review and to detect them whether they are fake or Real,"sentiment, text",$0.10 ,Mon Nov 08 08:15:10 PST 2021,4,BatchId:4596135;OriginalHitTemplateId:928390909;,3600,172800,Thu Nov 11 08:15:10 PST 2021,,,3BF51CHDTWKMBOGJMKC9IVNYL33H0S,A2KBTDHM44J7X4,Submitted,Mon Nov 08 08:15:28 PST 2021,Mon Nov 08 08:17:31 PST 2021,Wed Nov 10 08:17:31 PST 2021,,,,123,0% (0/0),0% (0/0),0% (0/0),27,Some 0f the supplements quality were bad and disappointing.,1,Real,,
3TRB893CSJKJ7JNYXB9ZORQWIPE7G6,3TZJMY6N8M43WBVHR3FF86IOC66G73,Check whether the Review is Fake or Real,Analysis of the CSV file Containing Review and to detect them whether they are fake or Real,"sentiment, text",$0.10 ,Mon Nov 08 08:15:10 PST 2021,4,BatchId:4596135;OriginalHitTemplateId:928390909;,3600,172800,Thu Nov 11 08:15:10 PST 2021,,,3ZV9H2YQQEH0P6A506GSLWVS330W32,A3TNLC6XGYNDKS,Submitted,Mon Nov 08 08:15:28 PST 2021,Mon Nov 08 08:15:35 PST 2021,Wed Nov 10 08:15:35 PST 2021,,,,7,0% (0/0),0% (0/0),0% (0/0),27,Some 0f the supplements quality were bad and disappointing.,1,Real,,
